Sentence,Tag
This year 's winner from Europe is Belgium 's Ignace Schops .,"['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O']"
"By using enhanced oil recovery techniques , Oman succeeded in increasing oil production , giving the country more time to diversify , and the increase in global oil prices throughout 2010 provides the government greater financial resources to invest in non-oil sectors .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Officials say the victims included 11 Pakistanis and three Indians .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-gpe', 'O']"
Authorities say the blast in the town of Musayyib appeared to target a wedding party .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Purnomo Yusgiantoro , who is also Indonesia 's energy minister , did not say whether the United States has responded to the request .","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
"Thursday 's special legislative session is scheduled to take place in the city of Sucre , south of the capital La Paz .","['B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
"A fifth child , daughter Lucia , is also charged , but her whereabouts are unknown .","['O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The two men will also discuss ways to promote free and fair trade .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Abdul Aziz al-Hakim , whose United Iraqi Alliance is expected to dominate the vote , survived the Baghdad attack .","['B-per', 'I-per', 'I-per', 'O', 'O', 'B-org', 'B-gpe', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O']"
The award-winning actress is reportedly negotiating a role in the fourth installment of the Indiana Jones series .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O']"
They are reportedly being held by the Islamist group al-Shabab .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O']"
"Hugh Grant 's screen credits include Four Weddings And A Funeral , Notting Hill , and Love Actually .","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-art', 'I-art', 'I-art', 'I-art', 'I-art', 'O', 'B-art', 'I-art', 'O', 'O', 'B-art', 'I-art', 'O']"
"This week , the Voice of America reported from Beijing on an alleged study regarding childhood deaths in China related to indoor air pollution .","['O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O']"
He died at a Jakarta hospital for bird flu patients April 26 .,"['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
"Leading operators China Mobile , China Unicom and China Telecom all say they will implement the new rules .","['O', 'O', 'B-org', 'I-org', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A Marseille prosecutor , Jacques Baume , said three of the youths have admitted taking part in the incident .","['O', 'B-geo', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"U.S. Assistant Secretary of State for South Asia Richard Boucher arrived in the Pakistani capital , Islamabad , Wednesday for two days of meetings .","['B-geo', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'B-per', 'I-per', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'B-tim', 'O', 'B-tim', 'I-tim', 'O']"
"During his weekly radio address Saturday , Mr. Bush said U.S. elections serve as a model , especially to young democracies such at Georgia , Ukraine , Afghanistan and Iraq .","['O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-per', 'I-per', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O']"
He said the militants were struck by an Israeli missile after leaving the launch site in a car .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"And in a tight economy , some residents no longer want to go to the time , trouble , and expense of buying candy and decorating their houses for Halloween .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Chinese President Hu Jintao is offering aid to some of the world 's poorest countries - but made much of the deal contingent on the state 's recognition of China over Taiwan .,"['B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O']"
"The fighting was centered in the Bakara market , a longtime insurgent stronghold , and the city 's Howlwadaag District .","['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
"Provincial official Ahmad Wali Karzai , who is the president 's brother , says three suicide bombers were involved in the attack .","['O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
They say 22 suspected insurgents have been detained since the operation began southeast of Falluja Thursday .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O']"
"In the deadliest blast , witnesses say a suicide bomber , dressed in a police uniform , drove into the compound of the Tikrit police headquarters and detonated his vehicle .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Georgian Prime Minister Zurab Zhvania says he supports democracy in Ukraine and hopes the upcoming Ukrainian presidential election will be free and fair .,"['B-gpe', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The aid package is intended to help Cuba recover from last month 's devastation from Hurricanes Gustav and Ike .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O']"
"Kadyrov is the son of the late Chechen president Akhmad Kadyrov , who was assassinated in 2004 .","['B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
The general said fighting began when militants refused to meet the peace delegation and opened fire on them .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Several girls suffered facial burns and were hospitalized .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A Taleban spokesman , Abdul Latif Hakimi , claimed responsibility for shooting down the aircraft , but the U.S. military says there is no indication hostile fire was involved .","['O', 'B-org', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Earlier , Solheim had played down expectations of a breakthrough , saying confidence was low .","['O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Earlier this year , the Seattle , Washington-based company cut 1,000 jobs , shut 600 stores in the United States , and closed another 61 stores in Australia .","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
"A countryman , who was a witness of the encounter , came to the assistance of the eagle , and succeeded in freeing him from the Serpent and enabling him to escape .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The report accused Burma of using executions , rape , torture , random detentions , and forced relocation of entire villages , particularly of ethnic minorities , to maintain its grip on power .","['O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"And shortly afterwards a Fox came up to him and said : "" Ah , I knew you by your voice . ""","['O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The video was made by an insurgent group calling itself the Swords of Righteousness Brigade .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
"Earlier in India , the U.S. president and Indian Prime Minister Manmohan Singh announced a landmark agreement to provide U.S. support for India 's civilian nuclear projects .","['O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'B-gpe', 'B-per', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
Officials say the victim was a resident of western Jakarta who had a history of contact with sick poultry .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sony 's planned acquisition of Guber / Peters Entertainment Co. for $ 200 million is scheduled to close Monday .,"['B-org', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"In recent months , when oil was nearly $ 150 a barrel , the president promised to spread the nation 's oil wealth .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The demonstrators carried photographs of the officer , Triumf Riza , who was shot to death in a parking lot .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
They say he is in his late 20s and identified him only as Kim .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
"The governor of Afghanistan 's Kandahar province , where the incident took place late Tuesday , said a team of investigators was sent to the area .","['O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Kostelic , the reigning Olympic giant slalom champion , had never won the event on the World Cup circuit before .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Reports from the scene say the London march was peaceful and that demonstrators appealed for calm .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"He will then travel to Russia , which commemorates the end of the war on May 9 , and meet President Vladimir Putin .","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O']"
"Shortly after the vote , security forces opened fire on anti-government protesters , killing at least 36 people .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
He said the two sides were still working through the logistics and a date .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"He said he thought that Mr. Blair could have had a moderating influence on Washington , "" and he has not . ""","['O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
At least 11 million people are facing starvation across East Africa .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
"Militants who want to drive India out of Kashmir called for a boycott of the election , which they contend is an attempt by New Delhi to show that Kashmir is a legitimate part of India .","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
"In their appeal , the clerics said "" different lifestyles from Jews "" could endanger lives .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Though details of the agreement have not been released , the two sides say it covers political participation , human rights , an amnesty , and security arrangements in the province .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The move comes just days after Mr. Chavez said the government would amend the law .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The government pledged to expand capacity by 2012 and to promote renewable energy but until Senegal has more capacity , more protests are likely and economic activity will be hindered .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Economic growth dropped in 2009 , due mainly to the effects of the global economic crisis as demand for the country 's exports declined and SACU revenue fell precipitously when South Africa - the primary contributor to the SACU revenue pool - went into recession , but growth returned to 3.5 % in 2010 .","['O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Djibouti occupies a strategic geographic location at the mouth of the Red Sea and serves as an important transshipment location for goods entering and leaving the east African highlands .,"['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
The kidnappers drove away in the car .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Yuganskneftegas was a leading unit of oil giant Yukos , which was owned by oil tycoon and Kremlin critic Vladimir Khodorkovsky .","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-per', 'I-per', 'O']"
"On Sunday , Senator Barack Obama visited the South African island where Nelson Mandela was imprisioned during his long fight against apartheid .","['O', 'B-tim', 'O', 'B-per', 'B-org', 'B-per', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The 35-member board of the International Atomic Energy Agency convenes next week in Vienna , where it could hear European or U.S. proposals to send the Iran matter to the U.N. Security Council .","['O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O']"
Venezuelan authorities also allege U.S. Embassy involvement in the affair .,"['B-gpe', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O']"
Britney Spears ' attorney Laura Wasser said the alimony agreement will not be made public unless there is an enforcement issue .,"['B-per', 'I-per', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Saddam and seven others are on trial for the killings in Dujail , which happened in a crackdown following an assassination attempt against Saddam .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
The operation began last week in two districts ( Panjwayi and Zhari ) of Kandahar province .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'B-geo', 'O', 'O']"
"Ethiopia 's elections body has rejected opposition calls for a re-run of last month 's parliamentary poll , won by the ruling party in a landslide .","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Another officer with him was also killed , along with at least one of the suspected assailants .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The group includes the presidents of Colombia , Peru , Paraguay and host nation Ecuador , among others .","['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
"The cash-strapped Palestinian Authority has not been able to pay salaries to some 1,40,000 government employees since March .","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
"The Associated Press reports the fuel shortage was caused by the closure of a refinery in Sudan 's capital , Khartoum , for repairs .","['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
"Approaching them , he said , "" What a clamor you would raise if I were to do as you are doing ! ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Sudan , for its part , accuses Chad of aiding rebels in Sudan 's war-torn Darfur region .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
"Meanwhile , the head of Yala 's teachers union says government schools in the province will remain closed indefinitely due to recent attacks on teachers .","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The U.S. Justice Department has opened a civil rights investigation into the beating of a 64-year old black man in flood-ravaged New Orleans .,"['O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
A spokesman for the cellist said Thursday he is undergoing routine treatment .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O']"
He also is quoted by the French news agency as saying that more than a dozen men were arrested .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The two said their clients withdrew their powers of attorney because they lost faith in the judicial process .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Ethiopia celebrated the new millennium on September 12 - seven years after the rest of most of the world .,"['B-geo', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
A group of armed men stormed into a bar in western Mexico and threw five human heads on the floor in an incident apparently linked to illegal drug trafficking .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
VOA 's Robert Raffaele has the story .,"['B-org', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O']"
"Cricket 's world authority , the ICC , suspended Butt , Asif and Amir last week pending its own investigation .","['O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-per', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The London-based Burma Campaign released a report highlighting what it called "" the shameful record of the United Nations regarding Burma . ""","['O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'B-geo', 'O', 'O']"
"Israel says the population of its West Bank settlements has grown , even as the country withdraws from the Gaza Strip .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Jose Vicente Rangel told reporters Friday that the Venezuelan government has confidential information proving the U.S. officials ' involvement .,"['B-per', 'I-per', 'I-per', 'O', 'O', 'B-tim', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
"It also says a U.S. soldier gambled away between $ 20,000 and $ 60,000 during a trip to the Philippines with the Iraqi Olympic boxing team .","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O']"
Jalal Talabani told reporters Saturday that the committee drafting the document had resolved several outstanding issues .,"['B-per', 'I-per', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Authorities said the black , 9 mm Smith & Wesson pistol was stolen from a display case in the Elvis After Dark museum , across the street from Presley 's Graceland mansion .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'B-geo', 'O', 'O']"
"The World Health Organization says breast cancer claims 5,19,000 lives worldwide each year .","['O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O']"
Major League Baseball teams are also gathering money and donating items to help .,"['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"After losing free and fair elections in 1990 , 1996 , and 2001 , former Sandinista President Daniel ORTEGA Saavedra was elected president in 2006 .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'B-tim', 'O', 'O', 'B-org', 'B-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
"Big discounts following the Christmas holiday , December 25 , had consumers shopping for bargains , but were not enough to help retailers salvage a disappointing holiday shopping season .","['O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Responsibilty for the attacks has been claimed by the little-known Islamic Revolutionary Front .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O']"
"Canada takes over the presidency from Italy , which presided over debates in 2009 on food security , as well as the nuclear programs of Iran and North Korea .","['B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O']"
"The protests , initially peacefully , eventually led to violent clashes between the monks and Chinese authorities .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
Investors remain concerned that Madrid may need to bail out more troubled banks .,"['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Italy has a diversified industrial economy , which is divided into a developed industrial north , dominated by private companies , and a less-developed , welfare-dependent , agricultural south , with high unemployment .","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
I really had no choice but to pay them .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The attack triggered a gunbattle that killed two members of the rival Fatah family and one bystander .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
"A Tortoise desired to change its place of residence , so he asked an Eagle to carry him to his new home , promising her a rich reward for her trouble .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
